id	Precision	Recall	Truth	Predicted
D13-1031		0.0	chang & han 2010|feng & chen 2004|jin & tanaka ishii 2006|yarowsky 1995|goldwater & griffiths 2006|turian & ratinov 2010|sun & xu 2011|sun & zhang 2009|li & sun 2009|low & ng 2005|zhang & kikui 2006|zhao & huang 2006|chen & zhou 2005|sun & wang 2012|zhang & clark 2007|gao & andrew 2007|koo & carreras 2008|he & wang 2008|miller & guinness 2004	
W94-0103		0.0	pustejovsky & anick 1993|yarowsky 1992|basili & pazienza 1992|resnik & hearst 1993|dunning 1993|grishman & sterling 1992|church & mercer 1993	
P92-1014		0.0	strzalkowski & vauthey 1991|grishman & hirschman 1986|strzalkowski 1992|hindle 1990|church & hanks 1990	
D10-1009		0.0	contractor & faruquie 2010|kothari & negi 2009|kobus & yvon 2008|koehn & hoang 2007|aw & zhang 2006|melamed 1999|brown & della pietra 1993	
H91-1042		0.0	bates & bobrow 1990	
A83-1027		0.0	moran 1982|landsbergen 1982|rosenschein & shieber 1982|landsbergen 1980|nishida & doshita 1980|moore 1981|yonezaki & enomoto 1980	
C10-2012		0.0	romano & kouylekov 2006	
W13-2247		0.0	soricut & echihabi 2010|callison burch & koehn 2012|langlois & raybaud 2012|moreau & vogel 2012	
P04-1018		0.0	vilain & burger 1995|soon & lim 2001|berger & della pietra 1996|yang & zhou 2003|florian & hassan 2004|mitkov 1998|harabagiu & bunescu 2001|kehler 1997|ge & hale 1998|ng & cardie 2002|ittycheriah & lita 2003|morton 2000|ratnaparkhi 1997	
E12-1059		0.0	navigli 2006|navigli & ponzetto 2010|baker & fellbaum 2009|mcfate & forbus 2011|niemann & gurevych 2011|henrich & hinrichs 2010|baker & fillmore 1998|ponzetto & navigli 2010	
W12-2005		0.0	snover & madnani 2009|rosti & ayan 2007|barzilay & lee 2003|park & levy 2011|zhao & wang 2010|pang & knight 2003|hermet & desilets 2009|madnani & dorr 2010|feng & liu 2009|brockett & dolan 2006	
N06-1036		0.0	gildea & jurafsky 2002|bilmes & kirchhoff 2003|shriberg & dhillon 2004	
C94-1062		0.0	rayner & alshawi 1993|briscoe & carroll 1993|shieber 1985	
D10-1043		0.0	carreras & collins 2009|mi & huang 2008|chiang 2007|och 2003|liu & liu 2006|tomita 1987|liu & huang 2007|zhang & jiang 2008|charniak 2000|papineni & roukos 2002|liu & lu 2009|deneefe & knight 2009|huang & chiang 2007|yamada & knight 2001|eisner 2003|och & ney 2003|zhang & zhang 2009	
W06-1633		0.0	vilain & burger 1995|baldwin & morton 1998|soon & lim 2001|berger & della pietra 1996|ng & cardie 2002|ng 2004|luo & ittycheriah 2004|ng 2005|daume & iii 2005|mihalcea & csomai 2005	
C02-1065		0.0	tanaka ishii & iwasaki 1996|fung & mckeown 1997|rapp 1999|dagan & itai 1994|dunning 1993|fung 1995	
C82-1054		0.0	chester 1980|slocum 1981	
P11-2032		0.0	chiang 2007|goldwater & griffiths 2007|koehn & hoang 2007|papineni & roukos 2002|chung & gildea 2009|koehn & och 2003|chiang & graehl 2010|brown & della pietra 1993|vogel & ney 1996|bodrumlu & knight 2009|blunsom & cohn 2009|johnson & griffiths 2007|moore 2004|zhao & xing 2006|denero & bouchard cote 2008|xu & gao 2008|liang & taskar 2006|och & ney 2003	
W08-0609		0.0	lee & hwang 2003|rossler 2004|collier & nobata 2000|settles 2004|okanohara & miyao 2006|finkel & dingare 2004|kudo & yamamoto 2004|tjong kim sang & veenstra 1999|song & kim 2004|park & kim 2004|yamamoto & kudo 2003|zhou & su 2004|collier & kim 2004|kazama & makino 2002	
N06-1047		0.0	lin & hovy 2003|nenkova & passonneau 2004|shriberg & dhillon 2004|zechner 2002|murray & renals 2005	
P13-1020		0.0	mcdonald 2006|finkel & manning 2010|lin 2003|cohn & lapata 2008|nenkova & passonneau 2004|daume & iii 2007|radev & jing 2000|gillenwater & kulesza 2012|woodsend & lapata 2010|sipos & shivaswamy 2012|rush & sontag 2010|martins & smith 2011|clarke & lapata 2007|chang & collins 2011|berg kirkpatrick & gillick 2011|martins & smith 2009|woodsend & lapata 2011|woodsend & lapata 2012|filatova & hatzivassiloglou 2004|das & martins 2012|lin & bilmes 2010|lin 2004|schilder & kondadadi 2008	
W97-1314		0.0	huls & claassen 1995|lappin & leass 1994|vapillon & briffault 1997|dagan & itai 1990|rich & luperfoy 1988|kennedy & boguraev 1996	
D11-1128		0.0	kuo & li 2006|jiampojamarn & dwyer 2010|k & kumaran 2008|sinha 2009|lee & chang 2003|you & hwang 2010|kuo & li 2008|he 2007|kumaran & khapra 2010|kok & brockett 2010|jin & na 2008|udupa & kumar 2010|klementiev & roth 2006|noeman & madkour 2010|bannard & callison burch 2005|zhao & wang 2008|darwish 2010|udupa & k 2009	
P08-2062		0.0	koller & thater 2005|stede 2004	
E91-1044		0.0	johnson & kay 1990|hobbs & shieber 1987	
N12-3008		0.0	charniak & johnson 2005|roth & zelenko 1998|verhagen & sauri 2010|strotgen & gertz 2010	
W04-1104		0.0	teahan & mcnab 2000	
W04-0842		0.0	segond & schiller 1997	
W10-3503		0.0	soon & lim 2001|ng 2007|culotta & wick 2007|ponzetto & strube 2006|ng & cardie 2002|cucerzan 2007|versley & ponzetto 2008	
P98-1064		0.0	kennedy & boguraev 1996|azzam 1995|lappin & leass 1994|baldwin 1997	
W99-0706		0.0	marcus & marcinkiewicz 1993|ramshaw & marcus 1995|carroll & minnen 1998|broker 1998|brill & resnik 1994|collins 1997|vilain & yeh 1998|lai & huang 1998|argamon & dagan 1998|palmer 1997	
P12-1071		0.0	zhou & jun 2011|collins 2002|jiang & huang 2009|smith & eisner 2006|smith & eisner 2009|zhang & clark 2008|bohnet 2009|koo & collins 2010|li & zhang 2011|chen & kazama 2010|che & li 2009|torres martins & filipe 2008|gimpel & smith 2011|charniak 2000|gesmundo & henderson 2009|charniak & johnson 2005|hajic & ciaramita 2009|zhang & nivre 2011|bansal & klein 2011|chen & kazama 2009|mcdonald & pereira 2006|burkett & petrov 2010|woodsend & lapata 2011|huang & jiang 2009|niu & wang 2009|mcdonald & crammer 2005|wang & smith 2007|burkett & klein 2008|koo & carreras 2008|huang & chen 2000|nivre & mcdonald 2008|collins & hajic 1999	
W04-3237		0.0	collins 2002|paul & baker 1992|berger & della pietra 1996|goodman 2004|lita & ittycheriah 2003|ratnaparkhi 1996	
C10-1100		0.0	church 1988|finkel & kleeman 2008|bergsma & wang 2007|ramshaw & marcus 1995|barr & jones 2008|nakov & hearst 2005|collins & koo 2005|pustejovsky & anick 1993|brants & popat 2007|charniak & johnson 2005|church & patil 1982|taskar & klein 2004|suzuki & isozaki 2008|vadas & curran 2007|banko & brill 2001|atterer 2007|lauer 1995|kudo & matsumoto 2001|zhai 1997|church & hanks 1990	
W13-1409		0.0	dunning 1993|elson & dames 2010|agarwal & corvalan 2012	
P10-1016		0.0	chiang 2007|banerjee & lavie 2005|och 2003|xu & zens 2004|koehn & hoang 2007|zhang & yasuda 2008|koehn & och 2003|zhang & quirk 2008|brown & della pietra 1993|wu 1997|deng & byrne 2005|blunsom & cohn 2009|koehn 2004|chang & galley 2008|xu & gao 2008|marcu & wong 2002|cherry & lin 2007|ma & stroppa 2007|och & ney 2003	
L08-1148		0.0	radev & blair goldensohn 2001|barzilay & mckeown 1999|radev & jing 2000|goldstein stewart & mittal 2000	
N10-1118		0.0	kuhlmann & satta 2009|melamed & satta 2004|mcdonald & pereira 2005|gomez rodriguez & weir 2009|gomez rodriguez & kuhlmann 2009|vijay shanker & weir 1987|kuhlmann & nivre 2006|wellington & waxmonsky 2006	
W10-4119		0.0	kim & hovy 2004|wiebe & wilson 2004|turney 2002|pang & lee 2002	
S12-1035		0.0	shutova 2010|morante & daelemans 2009|velldal & øvrelid 2012|wu & fung 2009|charniak 2000|szarvas & vincze 2008|blanco & moldovan 2011|brill 1992|punyakanok & roth 2008|charniak & johnson 2005|shen & lapata 2007|surdeanu & johansson 2008|finkel & grenager 2005|farkas & vincze 2010|surdeanu & harabagiu 2003|tsuruoka & tsujii 2005|wiegand & balahur 2010	
N12-1069		0.0	headden iii & johnson 2009|spitkovsky & alshawi 2010|klein & manning 2004|brown & della pietra 1993|goldberg & adler 2008|nivre & hall 2007|toutanova & galley 2011|brody 2010|naseem & chen 2010|buchholz & marsi 2006|blunsom & cohn 2010|cohen & smith 2009|berg kirkpatrick & bouchard cote 2010|spitkovsky & alshawi 2011	
W12-1621		0.0	prasov & chai 2010|thompson & anderson 1993|chai & hong 2004|huwel & wrede 2006	
W13-1915		0.0	kirschenbaum & wintner 2009|adler & elhadad 2006|tateisi & tsuruoka 2006	
W04-0302		0.0	marcus & marcinkiewicz 1993|milward 1995|roark & johnson 1999|roark 2001|milward & cooper 1994	
W03-2907		0.0	brill & magerman 1990|brown & desouza 1992|mcmahon & smith 1996|goldsmith 2001|schutze 1995	
P82-1004		0.0	allen 1981	
C88-1068		0.0	koit & saluveer 1986	
P98-2140		0.0	reynar & ratnaparkhi 1997|marcus & marcinkiewicz 1993|berger & della pietra 1996|palmer & hearst 1997	
W12-3140		0.0	tillmann 2004|chiang 2007|allauzen & bonneau maynard 2011|och 2003|allauzen & crego 2010|dugast & senellart 2007|koehn & hoang 2007|dechelotte & adda 2008|matusov & ueffing 2006|casacuberta & vidal 2004|vilar & stein 2010|rafferty & manning 2008|le & allauzen 2012|niehues & kolss 2009|marino & banches 2006|huang & chiang 2007|niehues & herrmann 2011|moore & lewis 2010|mauser & hasan 2009|niehues & vogel 2008|och & ney 2003|venugopal & zollmann 2005|koehn & knight 2003	
P04-3014		0.0	yarowsky & ngai 2001|mihalcea & pedersen 2003|brown & della pietra 1993|och & ney 2000|yamada & knight 2001|tufis 2002	
P03-1071		0.0	hirschberg & litman 1993|hirschberg & nakatani 1996|tur & stolcke 2001|hearst 1994|grosz & sidner 1986|litman & passonneau 1995|passonneau & litman 1993|reynar 1994|mochizuki & honda 1998|passonneau & litman 1997|pevzner & hearst 2002|choi 2000|morris & hirst 1991|kan & klavans 1998|kozima 1993|utiyama & isahara 2001|reynar 1999	
Q13-1007		0.0	marcus & marcinkiewicz 1993|headden iii & johnson 2009|naseem & barzilay 2012|spitkovsky & alshawi 2010|marecek & zabokrtsky 2012|bisk & hockenmaier 2012|hockenmaier & steedman 2002|tu 2012|klein & manning 2004|kwiatkowski & goldwater 2012|gillenwater & ganchev 2010|gelling & cohn 2012|hockenmaier & bisk 2010|berg kirkpatrick & klein 2010|clark & curran 2007|teh 2006|naseem & chen 2010|hockenmaier & steedman 2007|buchholz & marsi 2006|blunsom & cohn 2010|søgaard 2012|cohen & smith 2009|druck & mann 2009|liang & petrov 2007|collins 2003|eisner 1996	
L08-1125		0.0	baker & fillmore 1998	
W13-5002		0.0	szarvas & biemann 2013|baroni & zamparelli 2010|biemann 2010|lin & dyer 2010|widdows & dorow 2002|baroni & lenci 2010|erk & pado 2008|lin 1998|hearst 1992|dunning 1993	
P10-1060		0.0	wilson & wiebe 2005|popescu & etzioni 2005|riloff & wiebe 2003|kim & hovy 2004|kanayama & nasukawa 2006|wilson & wiebe 2009|weerkamp & balog 2009|weerkamp & de rijke 2008	
P07-2010		0.0	mason 2004|briscoe & carroll 2006	
W12-3114		0.0	soricut & echihabi 2010|he & ma 2010|callison burch & koehn 2012	
I08-4031		0.0	zhang & yu 2003	
C94-1078		0.0	kohl 1992|calder & reape 1989|strzalkowski 1990|dymetman & isabelle 1990|shieber 1988|schabes & waters 1993|shieber & van noord 1990|wedekind 1988	
H92-1064		0.0	read & quilici 1988	
W06-2810		0.0	melamed 1996	
P05-3014		0.0	mihalcea & faruque 2004|hoste & daelemans 2002|miller & leacock 1993|mihalcea 2002|yuret 2004|decadt & hoste 2004	
W10-4159		0.0	bagga & baldwin 1998|mann & yarowsky 2003|artiles & gonzalo 2007	
N09-1052		0.0	chen & goodman 1996	
S13-1031		0.0	agirre & cer 2013	
W91-0111		0.0	shieber 1988|pereira & warren 1983|hobbs & stickel 1988|shieber & van noord 1989	
C08-1066		0.0	harmeling 2007|maccartney & grenager 2006|maccartney & manning 2007|nairn & condoravdi 2006|harabagiu & hickl 2006|romano & kouylekov 2006|marsi & krahmer 2005|klein & manning 2003	
P06-3005		0.0	roark 2001	
P06-1006		0.0	luo & zitouni 2005|collins & duffy 2002|aone & william 1995|moschitti 2004|lappin & leass 1994|soon & lim 2001|charniak 2000|keller & lapata 2003|mitkov 1998|zhao & grishman 2005|yang & su 2004|ng & cardie 2002|kennedy & boguraev 1996	
P06-1094		0.0	devault & stone 2004|kruijff & baldridge 2003|baldridge & kruijff 2002|kelleher & kruijff 2006	
W06-2506		0.0	rooth & riezler 1999	
W98-1110		0.0	brill 1992|weischedel & schwartz 1993|voutilainen 1995|cutting & kupiec 1992|merialdo 1994	
W13-2816		0.0	koehn & hoang 2007|clark & dyer 2011|foster & kuhn 2009|bertoldi & cettolo 2010|och & ney 2000|callison burch & koehn 2012	
P07-1077		0.0	mcdonald & pereira 2005|vesela & havelka 2004|nivre 2006|buchholz & marsi 2006|kuhlmann & nivre 2006|holan & kubon 1998|havelka 2007	
W13-3602		0.0	rozovskaya & roth 2011|dahlmeier & ng 2013|nagata & whittaker 2011|rozovskaya & roth 2010|rozovskaya & sammons 2012|gamon 2010|lee & seneff 2008|ng & wu 2013	
P92-1025		0.0	lambert & carberry 1992|grosz & sidner 1986|lambert & carberry 1991|hinkelman & allen 1989|ramshaw 1991|cohen 1987	
C00-1039		0.0	carletta 1996|klavans & kan 1998|lapata 1999|barzilay & mckeown 1999	
C90-2034		0.0	rau & jacobs 1988|jacobs & rau 1990|grishman & hirschman 1986|hobbs 1986	
W04-3201		0.0	shen & sarkar 2003|johnson 2001|geman & johnson 2002|clark & curran 2004|klein & manning 2003|toutanova & klein 2003|kaplan & riezler 2004|johnson & geman 1999	
W12-1503		0.0	turner & sripada 2008|viethen & dale 2008|van deemter & van der sluis 2006|di fabbrizio & stent 2008|belz & gatt 2008|krahmer & van erk 2003|theune & koolen 2011|gervas & hervas 2008|reiter & belz 2009|gatt & belz 2009|spanger & kurosawa 2008	
W06-3808		0.0	turney 2002|pang & lee 2005	
N09-2036		0.0	huang & chiang 2007|huang & chiang 2005	
W08-1802		0.0	judge & cahill 2006	
P08-2025		0.0	soricut & brill 2004	
W11-1505		0.0	erjavec & krek 2008	
W07-1704		0.0	bikel & miller 1997	
J00-1003		0.0	nederhof 1998|grimley evans 1997|resnik 1992|nederhof & satta 1996|mohri & pereira 1998|johnson 1998|stolcke & segal 1994	
P01-1059		0.0	saggion & lapalme 2000|lee & pereira 1999|aberdeen & burger 1995|krupka 1995|radev & mckeown 1998|church & hanks 1990	
W06-1620		0.0	riezler & king 2002|siegel & bender 2002|bangalore & joshi 1999|bender & flickinger 2002|baldwin 2005|bos & clark 2004|clark & curran 2004|malouf 2002|van noord 2004|lapata & keller 2004|ngai & florian 2001|sha & pereira 2003	
P12-3018		0.0	skantze & schlangen 2009|baumann & schlangen 2011|schlangen & baumann 2010|schlangen & skantze 2009|skantze & hjalmarsson 2010	
P13-2066		0.0	xiong & xu 2009|wong & kit 2012|soricut & marcu 2003|koehn & och 2003|marcu & carlson 2000|gong & zhang 2011|duverle & prendinger 2009	
P11-1094		0.0	eisner 2002|papineni & roukos 2002|tetreault & chodorow 2008|lavie & agarwal 2007|dreyer & smith 2008|izumi & uchimoto 2003|de felice & pulman 2008|brockett & dolan 2006	
L08-1165		0.0	marcus & kim 1994|miller & leacock 1993|mihalcea 2007|ciaramita & altun 2006|attardi & dell orletta 2007|tjong kim sang & de meulder 2003	
P05-2026		0.0	ratnaparkhi 2000|brill 1995|pereira & schabes 1992	
W13-2503		0.0	gaussier & renders 2004|chiao & zweigenbaum 2002|morin & prochasson 2011|rapp 1995|laroche & langlais 2010|rapp 1999|och & ney 2003|li & gaussier 2010|wu & palmer 1994	
W10-1761		0.0	venugopal & zollmann 2009|mi & huang 2008|shen & xu 2009|och 2003|foster & kuhn 2006|liu & mi 2009|koehn & hoang 2007|li & callison burch 2009|dyer & muresan 2008|galley & graehl 2006|chiang & knight 2009|zollmann & venugopal 2006|schmid & schulte im walde 2000|chiang & marton 2008|marton & resnik 2008|chiang 2005|och & ney 2003	
P90-1013		0.0	dale 1989	
W07-2085		0.0	charniak 2000|girju 2003|moldovan & badulescu 2004|girju & giuglea 2004	
N10-1020		0.0	daume & iii 2006|stolcke & coccaro 2000|goldwater & griffiths 2007|haghighi & vanderwende 2009|crook & granell 2009|barzilay & lee 2004|cohen & carvalho 2004|elsner & charniak 2008|murray & renals 2006|jeong & lin 2009|yano & cohen 2009|ranganath & jurafsky 2009	
D07-1055		0.0	lin & och 2004|smith & eisner 2006|banerjee & lavie 2005|och 2003|ehling & zens 2007|tillmann & zhang 2006|kumar & byrne 2004|papineni & roukos 2002|ney 2001|shen & sarkar 2004|brown & cocke 1990|callison burch & osborne 2006|och & ney 2002|venugopal & zollmann 2005|zens & ney 2006	
W09-1902		0.0	settles & craven 2008|ringger & mcclanahan 2007|tomanek & wermter 2007|hachey & alex 2005|kulick & bies 2004	
D09-1018		0.0	haghighi & toutanova 2005|wilson & wiebe 2005|bansal & cardie 2008|thomas & pang 2006|sadamitsu & sekine 2008|popescu & etzioni 2005|raaijmakers & truong 2008|roth & yih 2004|choi & breck 2006|somasundaran & wiebe 2008|goldberg & zhu 2006|pang & lee 2004|moschitti & pighin 2006|kanayama & nasukawa 2006|takamura & inui 2007|asher & benamara 2008|denis & baldridge 2007|devitt & ahmad 2007	
W13-3525		0.0	barak & fazly 2012	
S13-2099		0.0	negri & marchetti 2012|kouylekov & mehdad 2011|kouylekov & negri 2010|negri & bentivogli 2011|mehdad & negri 2011|giampiccolo & magnini 2007|kouylekov & dini 2012	
W08-1806		0.0	ittycheriah & franz 2001|hildebrandt & katz 2004|shen & klakow 2006|brill & dumais 2002	
A94-1040		0.0	calzolari & bindi 1990	
W11-0611		0.0	lin 1997|strapparava & ozbal 2010|yarowsky 1992|callison burch 2009|mohammad & turney 2010|mohammad 2011|mohammad & dunne 2009|snow & o connor 2008	
W13-4043		0.0	raux & eskenazi 2009|dohsaka & asai 2009|bohus & horvitz 2009	
E85-1036		0.0	fum & guida 1982	
W08-2119		0.0	liu & liu 2006|liu & huang 2007|koehn & hoang 2007|koehn & och 2003|och & ney 2000	
L08-1092		0.0	hahn & strube 1996|gupta & purver 2007|clark 1975	
C86-1089		0.0	rieger 1982|rieger 1984	
W01-1006		0.0	moon & lee 2000|uramoto 1996|church & hanks 1989|tokunaga & fujii 1997	
C10-2030		0.0	li & savova 2008|collier & nobata 2000|kudo & matsumoto 2000|takeuchi & collier 2003|yamamoto & kudo 2003|kazama & makino 2002|kudo & matsumoto 2001	
W11-0145		0.0	wilson & wiebe 2005|somasundaran & wiebe 2009	
W01-0803		0.0	marcu & carlson 2000|bouayad agha & power 2000	
N03-1024		0.0	barzilay & lee 2002|barzilay & lee 2003|charniak 2000|barzilay & mckeown 1999|barzilay & mckeown 2001|lenke 1994|langkilde geary & knight 1998	
W07-0701		0.0	koehn & monz 2006|och 2003|huang & knight 2006|papineni & roukos 2002|koehn & och 2003|galley & hopkins 2004|menezes & toutanova 2006|zens & ney 2004|och & ney 2004|huang & chiang 2007|graehl & knight 2004|quirk & menezes 2005|chiang 2005|och & ney 2003|marcu & wang 2006	
W07-1201		0.0	kuhlmann & nivre 2006|kuhlmann & mohl 2007|ryant & scheffler 2006|kuhlmann & mohl 2006	
P98-1107		0.0	wakita & kawai 1997	
P99-1001		0.0	manning 1993|beeferman 1998	
C00-1017		0.0	marcus & marcinkiewicz 1993|charniak & goldwater 1998|roark & johnson 1999|brants 1999|johnson 1998|collins 1996|ratnaparkhi 1997	
J10-4004		0.0	haghighi & klein 2009|van deemter & kibble 2000|madnani & dorr 2010	
W93-0206		0.0	granville 1990	
X96-1050		0.0	merchant & okurowski 1996	
W12-2410		0.0	kazama & tsujii 2003|bjorne & ginter 2010|van landeghem & pyysalo 2010|bjorne & salakoski 2011|ohta & pyysalo 2011|charniak & johnson 2005|ohta & pyysalo 2010|pyysalo & ohta 2011|stenetorp & cacute 2011|pyysalo & ohta 2009|bjorne & heimonen 2009|kim & ohta 2009	
W96-0407		0.0	kittredge & polguere 1986|mcdonald 1993|reiter 1994	
W06-0701	0.28	0.7777777777777778	lin & hovy 2003|minnen & carroll 2000|curran & clark 2003|amigo & gonzalo 2004|hachey & grover 2004|murray & renals 2006|murray & renals 2005|mikheev 1997|barzilay & lapata 2005	rohde & gonnerman 2006|dems 2006|lin & hovy 2003|minnen & carroll 2000|friedman 1940|besanc & rajman 1999|matveeva & levow 2005|gong & liu 2001|curran & clark 2003|amigo & gonzalo 2004|landauer & foltz 1998|thompson & tobin 1997|hachey & grover 2004|carbonell & goldstein 1998|dang 2005|murray & renals 2006|murray & renals 2005|mikheev 1997|jagarlamudi & pingali 2005|peter & foltz 1998|pedersen & purandare 2005|steinberger & jez 2004|barzilay & lapata 2005|grover & matheson 2000
P01-1037		0.0	radev & prager 2000|cardie & ng 2000|jelinek & lafferty 1994|srihari & li 2000|collins 1996|harabagiu & scedil 2000|abney & collins 2000|moldovan & harabagiu 2000|magerman 1995	
P13-4030		0.0	banerjee & lavie 2005|callison burch & dredze 2010|callison burch 2009|ambati & vogel 2010|post & callison burch 2012|gao & bach 2010|zaidan & callison burch 2011|snow & o connor 2008	
W11-1827		0.0	bossy & jourde 2011|wilson & wiebe 2005|jourde & manine 2011|kim & wang 2011|mcclosky & charniak 2008|ohta & pyysalo 2011|charniak & johnson 2005|kilicoglu & bergler 2009|pyysalo & ohta 2011|kim & pyysalo 2011|kim & ohta 2009	
N01-1001		0.0	shaw & hatzivassiloglou 1999|bangalore & rambow 2000|kay 1996|miller & fox 2000|sato & nagao 1990|ratnaparkhi 2000|langkilde geary 2000|langkilde geary & knight 1998	
M92-1015		0.0	grishman & macleod 1992|grishman & sterling 1992	
N10-3004		0.0	klein & manning 2003|kaplan & riezler 2004|kiefer & krieger 1999	
D11-1092		0.0	patwardhan & pedersen 2006|pan & farrell 2007|wojtinnek & pulman 2011|chen & lin 2006|tsang & stevenson 2010|yeh & ramage 2009|toral & munoz 2006|gouws & rooyen 2010|pekar & staab 2002|han & jun 2010|harrington 2010	
P06-1147		0.0	voorhees 2005|moldovan & rus 2001|ravichandran & hovy 2002|prager & chu carroll 2004	
D13-1100		0.0	yogatama & heilman 2011|cohn & specia 2013	
W12-3142		0.0	lopez ludena & san segundo 2011|och 2003|kumar & byrne 2004|koehn & hoang 2007|papineni & roukos 2002|koehn & och 2003|lu & huang 2007|federico & cettolo 2007|bicici & yuret 2011|hui & zhao 2010|ueffing & haffari 2007|och & ney 2003	
W11-1708		0.0	pang & lee 2002|elson & dames 2010|ravichandran & hovy 2002|culotta & mccallum 2006|turney 2002|kim & hovy 2006	
I05-2011		0.0	pang & lee 2002|riloff & wiebe 2003|turney 2002|wilson & wiebe 2003|yu & hatzivassiloglou 2003	
N09-5005		0.0	pedersen & patwardhan 2004	
H92-1056		0.0	erell & weintraub 1990|doddington 1992|murveit & butzberger 1991|erell & weintraub 1989|lyon 1991	
H93-1041		0.0	tomita 1990|ward 1989|ward 1990	
C88-2149		0.0	jacobs 1985|danlos 1984|pustejovsky 1987	
P12-2008		0.0	metzler & hovy 2011|chiang 2007|finch & hwang 2005|quirk & brockett 2004|zhao & niu 2008|och 2003|kumar & byrne 2004|chen & dolan 2011|kuhn & chen 2010|zhao & lan 2009|duboue & chu carroll 2006|zhao & wang 2010|max 2009|kok & brockett 2010|liu & dahlmeier 2010|bannard & callison burch 2005|zhao & wang 2008|callison burch 2008|ganitkevitch & callison burch 2011	
W11-0218		0.0	bjorne & ginter 2010|kim & wang 2011|sasaki & tsuruoka 2008|ohta & pyysalo 2011|pyysalo & ohta 2011|ratinov & roth 2009|chowdhury & lavelli 2010|okazaki & tsujii 2010|collier & kim 2004|kim & ohta 2009	
N07-4007		0.0	seneff 1992|wang & seneff 2007	
W04-1311		0.0	van zaanen 2000|henrichsen 2002	
C04-1001		0.0	erbach 1992	
D08-1070		0.0	marcus & marcinkiewicz 1993|sutton & mccallum 2005|roth & yih 2004|ratnaparkhi 1996|culotta & mccallum 2004|mcdonald & crammer 2005|finkel & manning 2006|eisner 1996	
E12-1067		0.0	dreyer & eisner 2011|matykiewicz & duch 2009|chan 2006|goldsmith 2001|creutz & lagus 2002	
N07-1055		0.0	kibble & power 2004|grosz & weinstein 1995|soricut & marcu 2006|siddharthan & nenkova 2004|charniak & johnson 2005|lapata 2003|barzilay & lee 2004|althaus & karamanis 2004|higgins & burstein 2004|barzilay & lapata 2005	
W04-0701		0.0	bagga & baldwin 1998|berger & della pietra 1996|mann & yarowsky 2003|ng & cardie 2002|fleischman & hovy 2003	
P10-1025		0.0	erk 2009|deschacht & moens 2009|coppola & moschitti 2009|carreras & marquez 2005|furstenau & lapata 2009|toutanova & haghighi 2008|tjong kim sang & buchholz 2000|gildea & jurafsky 2002|pradhan & ward 2008|johansson & nugues 2008|goldberg & elhadad 2009|pado & lapata 2007|moschitti & pighin 2008|palmer & gildea 2005|baker & ellsworth 2007	
W11-2309		0.0	och & ney 2003|casacuberta & vidal 2004|dreuw & neidle 2008|papineni & roukos 2002	
N06-1006		0.0	haghighi & ng 2005|mccallum & li 2003|tatu & moldovan 2005|bos & markert 2005|marsi & krahmer 2005|klein & manning 2003|moldovan & clark 2003|hobbs & stickel 1988	
W02-1613		0.0	ng 1997	
W99-0626		0.0	resnik & melamed 1997|smadja & hatzivassiloglou 1996|church 1993|melamed 1995	
A94-1008		0.0	voutilainen & tapanainen 1993|karlsson 1990|de marcken 1990|jarvinen 1994|weischedel & schwartz 1993|tapanainen & jarvinen 1994|cutting & kupiec 1992|kupiec 1989	
E83-1030		0.0	sondheimer & weischedel 1980|woods 1980|weischedel & sondheimer 1982	
W93-0106		0.0	alshawi 1987|markowitz & ahlswede 1986|yarowsky 1992|schutze 1993|calzolari & bindi 1990|hearst 1992|pustejovsky 1987	
W09-2705		0.0	yin 2006|delpech & saint dizier 2008|chen & zhou 2006|moschitti & quarteroni 2007	
W12-4411		0.0	jiampojamarn & kondrak 2007|jiampojamarn & cherry 2010|jiampojamarn & bhargava 2009|jiampojamarn & dwyer 2010	
P85-1006		0.0	shapiro 1982|rapaport & shapiro 1984	
W06-2927		0.0	cheng & asahara 2005|nivre 2004|buchholz & marsi 2006	
W09-0441		0.0	papineni & roukos 2002|rosti & matsoukas 2007|zhou & lin 2006	
D12-1019		0.0	marcus & marcinkiewicz 1993|collins 2002|musillo & merlo 2008|eisner & satta 1999|petrov & barrett 2006|collins & koo 2005|ratnaparkhi 1996|cohen & stratos 2012|merialdo 1994|koo & carreras 2008	
W99-0510		0.0	miyoshi & sugiyama 1996	
P10-2064		0.0	marcus & marcinkiewicz 1993|klein & manning 2003|pauls & klein 2009|petrov & barrett 2006	
C10-1140		0.0	sumida & yoshinaga 2008|yoshinaga & kitsuregawa 2009|okanohara & tsujii 2009|daume & iii 2008|tsuruoka & tsujii 2009|sassano 2004|kudo & matsumoto 2003|wu & yang 2007|iwakura & okamoto 2008|isozaki & kazawa 2002|okanohara & tsujii 2007|goldberg & elhadad 2008	
W06-1105		0.0	rosario & hearst 2004|hasegawa & sekine 2004|dagan & lee 1997|pado & lapata 2003|lee 1999|schutze 1998|filatova & hatzivassiloglou 2004|reynar & ratnaparkhi 1997	
P06-2061		0.0	och 2003|brown & della pietra 1993|vogel & ney 1996|zens & ney 2004|kanthak & ney 2004|zens & och 2003|och & ney 2002	
