id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
P85-1021,0.5,0.5,0.5,d proudlan,d proudian,d proudian|c pollard,d proudlan|c pollard
P11-2097,1.0,1.0,1.0,,,f fukumoto|y suzuki,f fukumoto|y suzuki
P12-1056,1.0,1.0,1.0,,,q diao|j jiang|f zhu|e lim,q diao|j jiang|f zhu|e lim
C10-2145,1.0,1.0,1.0,,,y tu|n johri|d roth|j hockenmaier,y tu|n johri|d roth|j hockenmaier
W10-2316,1.0,1.0,1.0,,,f fukumoto|a sakai|y suzuki,f fukumoto|a sakai|y suzuki
W12-1643,1.0,1.0,1.0,,,c kennington|d schlangen,c kennington|d schlangen
W99-0605,1.0,1.0,1.0,,,a fujii|t ishikawa,a fujii|t ishikawa
W12-3903,0.6666666666666666,0.6666666666666666,0.6666666666666666,z,z zabokrtsky,l ramasamy|z zabokrtsky|s vajjala,l ramasamy|z|s vajjala
W12-2023,1.0,1.0,1.0,,,p bhaskar|a ghosh|s pal|s bandyopadhyay,p bhaskar|a ghosh|s pal|s bandyopadhyay
C88-1063,1.0,1.0,1.0,,,r kasper,r kasper
W07-2030,1.0,1.0,1.0,,,p kalmar|m blume,p kalmar|m blume
I08-3006,0.3333333333333333,0.3333333333333333,0.3333333333333333,i|k anupambas,t dasgupta|s dandapat,t dasgupta|s dandapat|a basu,a basu|i|k anupambas
P01-1020,0.6666666666666666,0.6666666666666666,0.6666666666666666,s corston-oliver,s corston oliver,s corston oliver|m gamon|c brockett,s corston-oliver|m gamon|c brockett
W09-3908,1.0,1.0,1.0,,,j niekrasz|j moore,j niekrasz|j moore
E12-1050,1.0,1.0,1.0,,,g georgiev|v zhikov|k simov|p osenova|p nakov,g georgiev|v zhikov|p osenova|k simov|p nakov
W06-0802,1.0,1.0,1.0,,,r delmonte,r delmonte
C90-1006,0.6666666666666666,0.6666666666666666,0.6666666666666666,f jean-marie,f jean marie,d bronisz|t grossi|f jean marie,d bronisz|t grossi|f jean-marie
D09-1107,1.0,1.0,1.0,,,m kaariainen,m kaariainen
P09-1074,1.0,1.0,1.0,,,v stoyanov|n gilbert|c cardie|e riloff,v stoyanov|n gilbert|c cardie|e riloff
W10-4358,1.0,1.0,1.0,,,k dohsaka|a kanemoto|r higashinaka|y minami|e maeda,k dohsaka|a kanemoto|r higashinaka|y minami|e maeda
C80-1038,1.0,1.0,1.0,,,t kawada|s amano|k sakai,t kawada|s amano|k sakai
P07-1002,1.0,1.0,1.0,,,p chang|k toutanova,p chang|k toutanova
P10-2025,1.0,1.0,1.0,,,h shindo|a fujino|m nagata,h shindo|a fujino|m nagata
W12-2422,0.75,1.0,0.8571428571428571,c lab,,b gyawali|t solorio|y benajiba,b gyawali|t solorio|c lab|y benajiba
W09-3003,1.0,1.0,1.0,,,i rehbein|j ruppenhofer|c sporleder,i rehbein|j ruppenhofer|c sporleder
H94-1013,1.0,1.0,1.0,,,r rosenfeld,r rosenfeld
J02-1004,1.0,1.0,1.0,,,g lee|j cha|j lee,g lee|j cha|j lee
W12-1013,0.8,0.8,0.8000000000000002,a soroa,a soroa etxabe,m hall|o lopez de lacalle|a soroa etxabe|p clough|e agirre,m hall|p clough|o lopez de lacalle|a soroa|e agirre
W03-0414,1.0,1.0,1.0,,,k probst,k probst
W06-1638,1.0,1.0,1.0,,,m dreyer|j eisner,m dreyer|j eisner
P11-1056,1.0,1.0,1.0,,,y chan|d roth,y chan|d roth
P08-1069,1.0,1.0,1.0,,,r nesson|g satta|s shieber,r nesson|g satta|s shieber
W09-1703,1.0,1.0,1.0,,,s igo|e riloff,s igo|e riloff
H92-1042,1.0,1.0,1.0,,,a mccray,a mccray
P01-1014,1.0,1.0,1.0,,,j burstein|d marcu|s andreyev|m chodorow,j burstein|d marcu|s andreyev|m chodorow
N10-1128,1.0,1.0,1.0,,,c dyer|p resnik,c dyer|p resnik
W03-0425,1.0,1.0,1.0,,,r florian|a ittycheriah|h jing|t zhang,r florian|a ittycheriah|h jing|t zhang
W05-1206,1.0,1.0,1.0,,,a zaenen|l karttunen|r crouch,a zaenen|l karttunen|r crouch
A97-1001,1.0,1.0,1.0,,,r moore|j dowding|h bratt|j gawron|y gorfu|a cheyer,r moore|j dowding|h bratt|j gawron|y gorfu|a cheyer
W05-0708,1.0,1.0,1.0,,,k duh|k kirchhoff,k duh|k kirchhoff
W10-0725,0.5,0.5,0.5,c callison-burch,c callison burch,r wang|c callison burch,r wang|c callison-burch
W03-1016,1.0,1.0,1.0,,,p duboue|k mckeown,p duboue|k mckeown
W09-3840,1.0,1.0,1.0,,,g bonfante|b guillaume|m morey,g bonfante|b guillaume|m morey
D11-1037,1.0,1.0,1.0,,,e bender|d flickinger|s oepen|y zhang,e bender|d flickinger|s oepen|y zhang
E09-1006,1.0,1.0,1.0,,,e agirre|o lopez de lacalle,e agirre|o lopez de lacalle
N10-1058,0.25,0.25,0.25,n be|e zapirain|agirre,b zapirain|e agirre|l marquez,b zapirain|e agirre|l marquez|m surdeanu,n be|e zapirain|agirre|m surdeanu
P02-1025,1.0,1.0,1.0,,,p xu|c chelba|f jelinek,p xu|c chelba|f jelinek
H90-1018,0.8,0.8,0.8000000000000002,a stslzle|j rabaey,j rabgay|a stolzle,m weintraub|g chen|j mankoski|h murveit|a stolzle|s narayanaswamy|p schrupp|b richards|j rabgay|r brodersen,m weintraub|g chen|j mankoski|h murveit|a stslzle|s narayanaswamy|p schrupp|b richards|j rabaey|r brodersen
W05-0204,1.0,1.0,1.0,,,a ward|d litman,a ward|d litman
N09-2012,1.0,1.0,1.0,,,n blaylock|b swain|j allen,n blaylock|b swain|j allen
W11-2013,1.0,1.0,1.0,,,d bohus|e horvitz,d bohus|e horvitz
W04-3253,1.0,1.0,1.0,,,t mullen|n collier,t mullen|n collier
P03-1004,1.0,1.0,1.0,,,t kudo|y matsumoto,t kudo|y matsumoto
P13-2029,1.0,1.0,1.0,,,x yao|b van durme|p clark,x yao|b van durme|p clark
C04-1146,1.0,1.0,1.0,,,j weeds|d weir|d mccarthy,j weeds|d weir|d mccarthy
W12-1915,1.0,1.0,1.0,,,k tu,k tu
W13-4026,0.8235294117647058,0.9333333333333333,0.8749999999999999,s young|b mustapha|b villazon-terrazas,n ben mustapha,h hastie|m aufaure|p alexopoulos|h cuayahuitl|n dethlefs|m gasic|j henderson|o lemon|x liu|p mika|n ben mustapha|v rieser|b thomson|p tsiakoulis|y vanrompay,h hastie|m aufaure|p alexopoulos|h cuayahuitl|n dethlefs|m gasic|j henderson|o lemon|x liu|p mika|b mustapha|v rieser|b thomson|p tsiakoulis|y vanrompay|b villazon-terrazas|s young
L08-1397,1.0,1.0,1.0,,,l blin|o boeffard|v barreaud,l blin|o boeffard|v barreaud
W13-2109,1.0,1.0,1.0,,,a gatt|p paggio,a gatt|p paggio
C10-1069,1.0,1.0,1.0,,,r kuhn|b chen|g foster|e stratford,r kuhn|b chen|g foster|e stratford
W02-1113,0.3333333333333333,0.5,0.4,t thales|lipn,t poibeau,t poibeau|d dutoit,t thales|lipn|d dutoit
W02-1713,1.0,1.0,1.0,,,h stenzhorn,h stenzhorn
W07-1701,1.0,1.0,1.0,,,a przepiorkowski,a przepiorkowski
E85-1035,1.0,1.0,1.0,,,a johnstone,a johnstone
P98-1042,1.0,1.0,1.0,,,n collier|k ono|h hirakawa,n collier|k ono|h hirakawa
E12-1033,1.0,1.0,1.0,,,m wiegand|d klakow,m wiegand|d klakow
P08-2028,1.0,1.0,1.0,,,k moilanen|s pulman,k moilanen|s pulman
W10-3217,0.6666666666666666,0.6666666666666666,0.6666666666666666,k trakultaweekool|a kaw-trakul,a kawtrakul|k trakultaweekoon,t supnithi|c onman|p porkaew|t ruangrajitpakorn|k trakultaweekoon|a kawtrakul,t supnithi|p porkaew|t ruangrajitpakorn|k trakultaweekool|c onman|a kaw-trakul
C65-1020,0.3333333333333333,1.0,0.5,h|robinson,,j robinson,j robinson|h|robinson
W10-0606,1.0,1.0,1.0,,,c huang|c lee,c huang|c lee
W00-1317,1.0,1.0,1.0,,,l tang|r mooney,l tang|r mooney
D12-1128,1.0,1.0,1.0,,,r navigli|s ponzetto,r navigli|s ponzetto
W11-1103,1.0,1.0,1.0,,,b gaillard|b gaume|e navarro,b gaillard|b gaume|e navarro
C90-3080,0.0,0.0,0.0,j kllbury seminar|a sprachwissenschaft,j kilbury,j kilbury,j kllbury seminar|a sprachwissenschaft
D13-1175,0.75,0.75,0.75,a sokolov,a sokokov,a sokokov|l jehl|f hieber|s riezler,a sokolov|l jehl|f hieber|s riezler
W09-1108,0.75,1.0,0.8571428571428571,icnc,,d davidov|r reichart|a rappoport,d davidov|r reichart|a rappoport|icnc
P07-1027,1.0,1.0,1.0,,,c liu|h ng,c liu|h ng
P09-1011,1.0,1.0,1.0,,,p liang|m jordan|d klein,p liang|m jordan|d klein
P10-1151,0.5,0.5,0.5,c gomez-rodriguez,c gomez rodriguez,c gomez rodriguez|j nivre,c gomez-rodriguez|j nivre
C02-1023,1.0,1.0,1.0,,,p vaillant,p vaillant
W96-0111,1.0,1.0,1.0,,,r bod,r bod
W00-0103,1.0,1.0,1.0,,,p buitelaar,p buitelaar
D10-1008,0.6666666666666666,0.6666666666666666,0.6666666666666666,h daume,h daume iii,a goyal|e riloff|h daume iii,a goyal|e riloff|h daume
W02-2009,1.0,0.6666666666666666,0.8,,z marx,i dagan|z marx|e shamir,i dagan|e shamir
N10-1021,0.6666666666666666,0.6666666666666666,0.6666666666666666,s petrovi´chool,s petrovic,s petrovic|m osborne|v lavrenko,s petrovi´chool|m osborne|v lavrenko
W05-0824,1.0,1.0,1.0,,,p langlais|g cao|f gotti,p langlais|g cao|f gotti
D09-1139,0.5,0.5,0.5,c uller,c muller,c muller|i gurevych,c uller|i gurevych
C90-1013,1.0,1.0,1.0,,,y ueda|k kogure,y ueda|k kogure
N10-3007,1.0,1.0,1.0,,,v juneja|s germesin|t kleinbauer,v juneja|s germesin|t kleinbauer
E09-1018,1.0,1.0,1.0,,,e charniak|m elsner,e charniak|m elsner
W98-0608,1.0,1.0,1.0,,,k van deemter|r power,k van deemter|r power
W06-3201,1.0,1.0,1.0,,,l melnar|c liu,l melnar|c liu
E06-1026,1.0,1.0,1.0,,,h takamura|t inui|m okumura,h takamura|t inui|m okumura
P09-4003,1.0,1.0,1.0,,,d elson|k mckeown,d elson|k mckeown
P10-1128,1.0,1.0,1.0,,,r iida|s kobayashi|t tokunaga,r iida|s kobayashi|t tokunaga
W03-1718,1.0,1.0,1.0,,,x zhu|m li|j gao|c huang,x zhu|m li|j gao|c huang
W06-0125,0.25,0.25,0.25,z min|z guodong|y lingpeng,m zhang|g zhou|l yang,m zhang|g zhou|l yang|j donghong,z min|z guodong|y lingpeng|j donghong
N13-1094,1.0,1.0,1.0,,,j lang|j henderson,j lang|j henderson
W04-0209,0.6666666666666666,0.6666666666666666,0.6666666666666666,m saiz-noeda,m saiz noeda,b navarro|r izquierdo|m saiz noeda,b navarro|r izquierdo|m saiz-noeda
H05-1010,0.6666666666666666,0.6666666666666666,0.6666666666666666,s lacoste-julien,s lacoste julien,b taskar|s lacoste julien|d klein,b taskar|s lacoste-julien|d klein
W10-4229,1.0,1.0,1.0,,,a das|t saikh|t mondal|s bandyopadhyay,a das|t saikh|t mondal|s bandyopadhyay
H93-1040,0.3333333333333333,0.5,0.4,t o 'connell|l carlson,t o connell,j white|t o connell,j white|t o 'connell|l carlson
D10-1048,1.0,1.0,1.0,,,k raghunathan|h lee|s rangarajan|n chambers|m surdeanu|d jurafsky|c manning,k raghunathan|h lee|s rangarajan|n chambers|m surdeanu|d jurafsky|c manning
I05-3024,1.0,1.0,1.0,,,d lim|s kang,d lim|s kang
P13-1113,0.5,0.5,0.5,b klebanov,b beigman klebanov,b beigman klebanov|m flor,b klebanov|m flor
P09-3006,1.0,1.0,1.0,,,e mayfield,e mayfield
C10-1020,1.0,1.0,1.0,,,c chen|c wu,c chen|c wu
D13-1138,1.0,1.0,1.0,,,j wuebker|s peitz|f rietig|h ney,j wuebker|s peitz|f rietig|h ney
E99-1004,0.3333333333333333,0.5,0.4,i o 'neill|n ireland,i o neill,i o neill|m mctear,i o 'neill|m mctear|n ireland
W06-3503,1.0,1.0,1.0,,,p jordan|m makatchev|u pappuswamy,p jordan|m makatchev|u pappuswamy
E06-1050,1.0,0.5,0.6666666666666666,,d lin,c pinchak|d lin,c pinchak
W97-0506,1.0,1.0,1.0,,,a copestake,a copestake
W13-1108,1.0,1.0,1.0,,,m wiegand|d klakow,m wiegand|d klakow
W06-2202,1.0,1.0,1.0,,,c giuliano|a lavelli|l romano,c giuliano|a lavelli|l romano
P10-2010,1.0,1.0,1.0,,,r hervas|m finlayson,r hervas|m finlayson
W07-0305,1.0,1.0,1.0,,,d bohus|a raux|t harris|m eskenazi|a rudnicky,d bohus|a raux|t harris|m eskenazi|a rudnicky
W13-1736,1.0,1.0,1.0,,,y tsvetkov|n twitto|n schneider|n ordan|m faruqui|v chahuneau|s wintner|c dyer,y tsvetkov|n twitto|n schneider|n ordan|m faruqui|v chahuneau|s wintner|c dyer
P03-1069,1.0,1.0,1.0,,,m lapata,m lapata
I08-1033,1.0,1.0,1.0,,,m bai|k chen|j chang,m bai|k chen|j chang
J07-3002,1.0,1.0,1.0,,,a fraser|d marcu,a fraser|d marcu
P11-2025,1.0,1.0,1.0,,,m manshadi|j allen|m swift,m manshadi|j allen|m swift
W07-1108,1.0,0.6666666666666666,0.8,,o,o|d seaghdha|a copestake,d seaghdha|a copestake
H05-1117,0.5,0.5,0.5,d demner-fushman,d demner fushman,j lin|d demner fushman,j lin|d demner-fushman
P85-1009,0.5,1.0,0.6666666666666666,r berwick,,s pilato,s pilato|r berwick
J03-4003,1.0,1.0,1.0,,,m collins,m collins
P12-2035,1.0,1.0,1.0,,,e mohamed|b mohit|k oflazer,e mohamed|b mohit|k oflazer
W08-1509,1.0,1.0,1.0,,,u nallasamy|a black|t schultz|r frederking|j weltman,u nallasamy|a black|t schultz|r frederking|j weltman
P92-1052,1.0,1.0,1.0,,,g grefenstette,g grefenstette
N13-1117,1.0,1.0,1.0,,,y gal|p blunsom,y gal|p blunsom
P98-2242,1.0,1.0,1.0,,,h cheng,h cheng
W10-1103,1.0,1.0,1.0,,,m skeppstedt,m skeppstedt
P13-2110,1.0,1.0,1.0,,,z wang|c zong|n xue,z wang|c zong|n xue
P92-1011,1.0,1.0,1.0,,,m martinovic|t strzalkowski,m martinovic|t strzalkowski
W07-1806,1.0,1.0,1.0,,,p bouillon|g flores|m starlander|n chatzichrisafis|m santaholma|n tsourakis|m rayner|b hockey,p bouillon|g flores|m starlander|n chatzichrisafis|m santaholma|n tsourakis|m rayner|b hockey
W07-1202,1.0,1.0,1.0,,,s clark|j curran,s clark|j curran
W98-1403,0.3333333333333333,0.3333333333333333,0.3333333333333333,n bulletgreen|j,n green|j moore,n green|g carenini|j moore,n bulletgreen|g carenini|j
W04-0509,1.0,1.0,1.0,,,y niu|g hirst,y niu|g hirst
W11-1908,1.0,1.0,1.0,,,o uryupina|s saha|a ekbal|m poesio,o uryupina|s saha|a ekbal|m poesio
P09-3012,1.0,1.0,1.0,,,j geiss,j geiss
D10-1061,1.0,1.0,1.0,,,s ananthakrishnan|r prasad|d stallard|p natarajan,s ananthakrishnan|r prasad|d stallard|p natarajan
S12-1023,1.0,1.0,1.0,,,g boleda|s pado|j utt,g boleda|s pado|j utt
W94-0326,-1,0.0,-1,,h horacek,h horacek,
P93-1019,0.6666666666666666,1.0,0.8,j nerbonne,,h krieger|h pirker,h krieger|h pirker|j nerbonne
C86-1113,1.0,1.0,1.0,,,j slack,j slack
W02-1206,0.0,0.0,0.0,j org,j halpern,j halpern,j org
P10-1009,1.0,1.0,1.0,,,s lin|b chen,s lin|b chen
N13-1033,0.75,1.0,0.8571428571428571,u,,h he|j lin|a lopez,h he|j lin|u|a lopez
J02-2004,1.0,1.0,1.0,,,r carrasco|m forcada,r carrasco|m forcada
E09-1082,1.0,1.0,1.0,,,j schroeder|t cohn|p koehn,j schroeder|t cohn|p koehn
W10-0204,1.0,1.0,1.0,,,s mohammad|p turney,s mohammad|p turney
I08-5004,0.4,0.4,0.4000000000000001,c dandapat|s kumar|s sanjay,s dandapat|s saha|s chatterji,s saha|s chatterji|s dandapat|s sarkar|p mitra,s kumar|s sanjay|c dandapat|s sarkar|p mitra
W12-2425,1.0,1.0,1.0,,,j kim|y wang,j kim|y wang
W10-0905,1.0,1.0,1.0,,,n kasch|t oates,n kasch|t oates
W09-2201,0.75,0.75,0.75,e hruschka,e hruschka junior,a carlson|j betteridge|e hruschka junior|t mitchell,a carlson|j betteridge|e hruschka|t mitchell
C86-1055,1.0,1.0,1.0,,,f dinenberg,f dinenberg
P91-1035,0.0,0.0,0.0,h baayen,r baayen,r baayen,h baayen
W07-0212,1.0,1.0,1.0,,,m choudhury|m thomas|a mukherjee|a basu|n ganguly,m choudhury|m thomas|a mukherjee|a basu|n ganguly
C94-2135,0.0,0.0,0.0,l strsmb~ick,l stromback,l stromback,l strsmb~ick
D10-1020,1.0,1.0,1.0,,,t moon|k erk|j baldridge,t moon|k erk|j baldridge
C04-1135,1.0,1.0,1.0,,,k shinzato|k torisawa,k shinzato|k torisawa
P13-3004,1.0,1.0,1.0,,,e florou,e florou
P11-2042,1.0,1.0,1.0,,,p piwek|s stoyanchev,p piwek|s stoyanchev
P09-1059,1.0,0.6666666666666666,0.8,,q liu,w jiang|l huang|q liu,w jiang|l huang
P10-3012,1.0,1.0,1.0,,,d bogdanova,d bogdanova
D12-1034,0.8571428571428571,0.8571428571428571,0.8571428571428571,jun 'ichi kazama,j kazama,j oh|k torisawa|c hashimoto|t kawada|s de saeger|j kazama|y wang,j oh|k torisawa|c hashimoto|t kawada|s de saeger|jun 'ichi kazama|y wang
H92-1079,0.9166666666666666,0.9166666666666666,0.9166666666666666,,,j baker|j baker|p bamberg|k bishop|l gillick|v helman|z huang|y ito|s lowe|b peskin|r roth|f scattone,j baker|j baker|p bamberg|k bishop|l gillick|v helman|z huang|y ito|s lowe|b peskin|r roth|f scattone
P05-1032,0.6666666666666666,0.6666666666666666,0.6666666666666666,c callison-burch,c callison burch,c callison burch|c bannard|j schroeder,c callison-burch|c bannard|j schroeder
W09-0406,1.0,1.0,1.0,,,a hildebrand|s vogel,a hildebrand|s vogel
E99-1030,0.0,0.0,0.0,g cavagli~t,g cavaglia,g cavaglia,g cavagli~t
C10-2063,1.0,1.0,1.0,,,s kim|g lebanon,s kim|g lebanon
L08-1482,0.5,0.3333333333333333,0.4,p strauß,slig|p,s scherer|slig|p,s scherer|p strauß
P06-1137,1.0,1.0,1.0,,,d feinstein|s wintner,d feinstein|s wintner
P10-1049,1.0,1.0,1.0,,,j wuebker|a mauser|h ney,j wuebker|a mauser|h ney
S12-1082,1.0,1.0,1.0,,,n malandrakis|e iosif|a potamianos,n malandrakis|e iosif|a potamianos
E93-1019,1.0,1.0,1.0,,,d gates|p shell,d gates|p shell
H92-1041,1.0,1.0,1.0,,,d lewis,d lewis
W11-2401,1.0,1.0,1.0,,,d meurers|r ziai|n ott|j kopp,d meurers|r ziai|n ott|j kopp
L08-1334,1.0,1.0,1.0,,,m nissim|s perboni,m nissim|s perboni
W12-3311,1.0,1.0,1.0,,,c ramisch,c ramisch
D13-1110,1.0,1.0,1.0,,,m siahbani|b sankaran|a sarkar,m siahbani|b sankaran|a sarkar
D09-1013,0.5,0.5,0.5,r saetre|j ichi tsujii,r sætre|j tsujii,m miwa|r sætre|y miyao|j tsujii,m miwa|r saetre|y miyao|j ichi tsujii
W10-1606,1.0,1.0,1.0,,,j leoni de leon,j leoni de leon
W05-1308,1.0,1.0,1.0,,,s ahmed|d chidambaram|h davulcu|c baral,s ahmed|d chidambaram|h davulcu|c baral
I05-3035,0.0,0.0,0.0,j zhou|x dai|c jia-jun,z jun sheng|d xin yu|n rui yu|c jia jun,z jun sheng|d xin yu|n rui yu|c jia jun,j zhou|x dai|c jia-jun
W09-3008,0.6666666666666666,0.6666666666666666,0.6666666666666666,j mirovskand,j mirovsky,b hladka|j mirovsky|p schlesinger,b hladka|j mirovskand|p schlesinger
L08-1550,1.0,1.0,1.0,,,s tonelli|e pianta,s tonelli|e pianta
P84-1062,1.0,1.0,1.0,,,b rieger,b rieger
W10-3907,0.5,0.3333333333333333,0.4,j ichi kazama,j kazama|k torisawa,k kuroda|j kazama|k torisawa,k kuroda|j ichi kazama
S13-2055,1.0,1.0,1.0,,,l becker|g erhart|d skiba|v matula,l becker|g erhart|d skiba|v matula
D10-1072,1.0,1.0,1.0,,,s boxwell|d mehay|c brew,s boxwell|d mehay|c brew
W13-2707,0.75,0.75,0.75,a kukurikos,a koukourikos,e florou|s konstantopoulos|a koukourikos|p karampiperis,e florou|s konstantopoulos|a kukurikos|p karampiperis
W10-2702,0.875,1.0,0.9333333333333333,a lab,,d powers|m luerssen|t lewis|r leibbrandt|m milne|j pashalis|k treharne,d powers|m luerssen|t lewis|r leibbrandt|m milne|j pashalis|k treharne|a lab
W13-4056,0.5,0.5,0.5,l perez-beltrachini|l rojas-barahona,l perez beltrachini|l rojas barahona,c gardent|a lorenzo|l perez beltrachini|l rojas barahona,c gardent|a lorenzo|l perez-beltrachini|l rojas-barahona
W09-2811,0.75,0.75,0.75,m fernanda caropreso,m caropreso,m caropreso|d inkpen|s khan|f keshtkar,m fernanda caropreso|d inkpen|s khan|f keshtkar
N12-1088,0.5,0.5,0.5,h daume,h daume iii,j jagarlamudi|h daume iii,j jagarlamudi|h daume
W11-1408,0.6,0.6,0.6,b di eugenio|d psychology,b eugenio|d cosejo,l chen|b eugenio|d fossati|s ohlsson|d cosejo,l chen|b di eugenio|d fossati|s ohlsson|d psychology
W01-0719,1.0,1.0,1.0,,,s muresan|e tzoukermann|j klavans,s muresan|e tzoukermann|j klavans
P94-1014,0.3333333333333333,0.5,0.4,david|novick,d novick,d novick|s sutton,david|novick|s sutton
W05-0202,1.0,1.0,1.0,,,s pulman|j sukkarieh,s pulman|j sukkarieh
W03-1309,1.0,1.0,1.0,,,k yamamoto|t kudo|a konagaya|y matsumoto,k yamamoto|t kudo|a konagaya|y matsumoto
J09-1003,1.0,1.0,1.0,,,n karamanis|c mellish|m poesio|j oberlander,n karamanis|c mellish|m poesio|j oberlander
W10-1910,1.0,1.0,1.0,,,e apostolova|n tomuro,e apostolova|n tomuro
P11-3011,0.0,0.0,0.0,g ytrestøl,g ytrestl,g ytrestl,g ytrestøl
W07-2101,1.0,1.0,1.0,,,c nicolae|g nicolae|s harabagiu,c nicolae|g nicolae|s harabagiu
C04-1045,0.5,0.5,0.5,m popoviand,m popovic,h ney|m popovic,m popoviand|h ney
P03-1026,1.0,1.0,1.0,,,g penn|c munteanu,g penn|c munteanu
W04-3229,1.0,1.0,1.0,,,j hana|a feldman|c brew,j hana|a feldman|c brew
P13-2143,1.0,0.6666666666666666,0.8,,x sun,x jiang|x sun|h zhuge,x jiang|h zhuge
C02-2016,0.0,0.0,0.0,v berment geta|j fourier,v berment,v berment,v berment geta|j fourier
W09-1103,1.0,1.0,1.0,,,r reichart|a rappoport,r reichart|a rappoport
W02-0905,1.0,1.0,1.0,,,p gamallo|a agustini|g lopes,p gamallo|a agustini|g lopes
W03-0434,1.0,1.0,1.0,,,t zhang|d johnson,t zhang|d johnson
W13-2232,-1,0.0,-1,,k krstovski|d smith,k krstovski|d smith,
P13-1045,0.75,0.75,0.75,a ng,n andrew y,r socher|j bauer|c manning|n andrew y,r socher|j bauer|c manning|a ng
W04-1302,1.0,1.0,1.0,,,d cavar|j herring|t ikuta|p rodrigues|g schrementi,d cavar|j herring|t ikuta|p rodrigues|g schrementi
C10-1001,1.0,1.0,1.0,,,s afantenos|n asher,s afantenos|n asher
W07-1903,1.0,0.5,0.6666666666666666,,r op den akker,d heylen|r op den akker,d heylen
T75-2036,0.0,0.0,0.0,c rieger,c rieger iii,c rieger iii,c rieger
W05-1523,1.0,1.0,1.0,,,m daniels,m daniels
N06-1060,1.0,1.0,1.0,,,a freeman|s condon|c ackerman,a freeman|s condon|c ackerman
P93-1016,1.0,1.0,1.0,,,d lin,d lin
D11-1017,0.375,0.375,0.375,s hideto|j katz-brown|d hiroshi|i masakazu|k google,m seno|d talbot|h ichikawa|j katz brown|h kazawa,j katz brown|s petrov|r mcdonald|f och|d talbot|h ichikawa|m seno|h kazawa,j katz-brown|s petrov|r mcdonald|f och|d hiroshi|i masakazu|s hideto|k google
D09-1024,1.0,1.0,1.0,,,u hermjakob,u hermjakob
D12-1045,1.0,1.0,1.0,,,h lee|m recasens|a chang|m surdeanu|d jurafsky,h lee|m recasens|a chang|m surdeanu|d jurafsky
P06-2118,0.75,1.0,0.8571428571428571,cslr,,n xue|j chen|m palmer,n xue|j chen|m palmer|cslr
W12-4511,0.6666666666666666,0.8,0.7272727272727272,m ujdricza-maydt|eva,e mujdricza maydt,s martschat|j cai|s broscheit|e mujdricza maydt|m strube,s martschat|j cai|s broscheit|eva|m ujdricza-maydt|m strube
H89-2053,1.0,1.0,1.0,,,a joshi|y schabes,a joshi|y schabes
P13-1161,1.0,1.0,1.0,,,b yang|c cardie,b yang|c cardie
E09-1071,1.0,0.6666666666666666,0.8,,o,o|d seaghdha|a copestake,d seaghdha|a copestake
W08-0604,0.5,0.6666666666666666,0.5714285714285715,k vijay-shanker|b,k vijay shanker,c tudor|k vijay shanker|c schmidt,c tudor|k vijay-shanker|c schmidt|b
P10-4007,0.8,0.8,0.8000000000000002,t ki,t kluwer,t kluwer|p adolphs|f xu|h uszkoreit|x cheng,t ki|p adolphs|f xu|h uszkoreit|x cheng
N04-3010,1.0,1.0,1.0,,,t schultz|d alexander|a black|k peterson|s suebvisai|a waibel,t schultz|d alexander|a black|k peterson|s suebvisai|a waibel
L08-1471,0.6666666666666666,0.6666666666666666,0.6666666666666666,m hr uz,m hruz,p campr|m hruz|j trojanova,p campr|m hr uz|j trojanova
W08-1906,0.5,0.5,0.5,c muller-spitzer,c moller spitzer,c moller spitzer|c mohrs,c muller-spitzer|c mohrs
W09-3806,1.0,1.0,1.0,,,s ganslandt|j jorwall|p nugues,s ganslandt|j jorwall|p nugues
W09-0418,1.0,1.0,1.0,,,m paul|a finch|e sumita,m paul|a finch|e sumita
H91-1051,0.8,0.8,0.8000000000000002,p de souza,p desouza,l bahl|p desouza|p gopalakrishnan|d nahamoo|m picheny,l bahl|p de souza|p gopalakrishnan|d nahamoo|m picheny
C04-1185,1.0,1.0,1.0,,,a frank,a frank
P06-2102,1.0,1.0,1.0,,,n snider|m diab,n snider|m diab
W11-2030,1.0,1.0,1.0,,,k georgila|r artstein|a nazarian|m rushforth|d traum|k sycara,k georgila|r artstein|a nazarian|m rushforth|d traum|k sycara
D10-1066,1.0,1.0,1.0,,,e charniak,e charniak
W99-0403,1.0,1.0,1.0,,,j fairfield,j fairfield
N09-3010,1.0,1.0,1.0,,,s arora|e nyberg,s arora|e nyberg
S10-1030,1.0,1.0,1.0,,,g bordea|p buitelaar,g bordea|p buitelaar
P05-1021,0.25,0.3333333333333333,0.28571428571428575,jian|s chew|l tan,j su|c tan,x yang|j su|c tan,x yang|jian|s chew|l tan
P12-1013,1.0,1.0,1.0,,,j berant|i dagan|m adler|j goldberger,j berant|i dagan|m adler|j goldberger
N10-1054,1.0,1.0,1.0,,,f su|k markert,f su|k markert
W12-1902,1.0,1.0,1.0,,,l borin|m forsberg|r johansson|k muhonen|t purtonen|k voionmaa,l borin|m forsberg|r johansson|k voionmaa|k muhonen|t purtonen
D11-1127,1.0,0.6666666666666666,0.8,,de|a gispert,g iglesias|c allauzen|w byrne|a gispert|de|m riley,g iglesias|c allauzen|w byrne|m riley
