id	Precision	Recall	Truth	Predicted
C82-2010		0.0	M Boot	
W10-1010		0.0	Lei Chen|Joel R Tetreault|Xiaoming Xi	
W13-0803		0.0	Gideon Maillette de Buy Wenniger|Khalil Sima an	
P00-1026		0.0	Anne N De Roeck|Waleed Al Fares	
P06-1021		0.0	John Hale|Izhak Shafran|Lisa Yung|Bonnie Jean Dorr|Mary P Harper|Anna Krasnyanskaya|Matthew Lease|Yang Liu|Brian Roark|Matthew Snover|Robin Stewart	
P97-1039		0.0	I Dan Melamed	
W05-0303		0.0	Erhard W Hinrichs|Sandra Kübler|Karin Naumann	
H91-1004		0.0	Rolf Carlson	
E93-1010		0.0	Gosse Bouma|Gertjan van Noord	
C90-2062		0.0	Loong Cheong Tong	
P08-2031		0.0	Umar Syed|Jason Williams	
W02-1509		0.0	Carlos A Prolo	
E85-1004		0.0	R I Bainbridge	
W10-1908		0.0	Mukund Jha|Noémie Elhadad	
P06-3012		0.0	Lalita Narupiyakul	
E87-1044		0.0	Morena Danieli|Franco Ferrara|Roberto Gemello|Claudio Rullent	
W04-2102		0.0	Gerard Huet	
W97-0302		0.0	Joshua Goodman	
W01-1625		0.0	Anne Wichmann|Johanneke Caspers	
P11-2066		0.0	Shujian Huang|Stephan Vogel|Jiajun Chen	
P85-1005		0.0	John C Mallery	
W08-1602		0.0	Charlotte Price|Valeria Paiva|Tracy Holloway King	
E03-1003		0.0	Jill Burstein|Magdalena Wolska	
L08-1504		0.0	Tomoyosi Akiba|Kiyoaki Aikawa|Yoshiaki Itoh|Tatsuya Kawahara|Hiroaki Nanjo|Hiromitsu Nishizaki|Norihito Yasuda|Yoichi Yamashita|Katunobu Itou	
W09-3207		0.0	Amaç Herdağdelen|Katrin Erk|Marco Baroni	
W10-1814		0.0	Lonneke van der Plas|Samardi cacute|Tanja|Paola Merlo	
C90-2058		0.0	Bengt Sigurd	
W09-3719		0.0	Jennifer Spenader|Anna Lobanova	
I05-3003		0.0	Yuchang Cheng|Masayuki Asahara|Yuji Matsumoto	
P08-1093		0.0	Qiaozhu Mei|ChengXiang Zhai	
C88-1049		0.0	Peter Hellwig	
W05-0402		0.0	Sisay Fissaha Adafre|Maarten de Rijke	
P03-1065		0.0	Wei Li|Xiuhong Zhang|Cheng Niu|Yuankai Jiang|Rohini K Srihari	
P10-1075		0.0	Markus Dickinson	
W97-1415		0.0	J C Martin|Xavier Briffault|M R Goncalves|Jerome Vapillon	
A97-2020		0.0	Madeleine Bates|Rusty Bobrow	
X93-1005		0.0	Donna Harman	
W09-1005		0.0	Jorge González|Francisco Casacuberta	
J10-3007		0.0	João Graça|Kuzman Ganchev|Ben Taskar	
W11-1507		0.0	Kalliopi Zervanou|Ioannis Korkontzelos|Antal van den Bosch|Sophia Ananiadou	
P06-1059		0.0	Daisuke Okanohara|Yusuke Miyao|Yoshimasa Tsuruoka|Jun ichi Tsujii	
P13-1143		0.0	Yuanbin Wu|Hwee Tou Ng	
P12-3010		0.0	Ming Hong Bai|Yu Ming Hsieh|Keh Jiann Chen|Jason S Chang	
W04-1306		0.0	Elan B Dresher	
C82-2005		0.0	Istvan Batori	
P91-1056		0.0	James B Henderson	
W99-0608		0.0	Lluís Màrquez|Horacio Rodríquez|Josep Carmona|Josep Montolio	
W13-4903		0.0	Željko Agić|Danijela Merkler|Daša Berović	
J91-4003		0.0	James Pustejovsky	
W07-1706		0.0	Adam Przepiórkowski|Łukasz Débowski|Miroslav Spousta|Kiril Simov|Petya Osenova|Lothar Lemnitzer|Vladislav Kuboň|Beata Wójtowicz	
W12-1610		0.0	Christine Howes|Matthew Purver|Rose McCabe|Patrick G T Healey|Mary Lavelle	
C90-3049		0.0	Evelyne Tzoukermann|Mark Y Liberman	
W09-3816		0.0	Lidia Khmylko|Kilian A Foth|Wolfgang Menzel	
P84-1100		0.0	Christian Boitet|Rene Gerber	
W00-0702		0.0	Nicola Cancedda|Christer Samuelsson	
W13-3001		0.0	Tim Hunter|Chris Dyer	
C00-1028		0.0	Massimiliano Ciaramita|Mark Johnson	
H91-1027		0.0	Richard F Lyon	
J79-1025		0.0	Geoffrey Sampson	
C90-3066		0.0	Dong Zhen Dong	
H93-1099		0.0	Yorick Wilks|James Pustejovsky|James R Cowie	
E03-1017		0.0	Helmut Horacek	
P10-2054		0.0	Aria Haghighi|Dan Klein	
A00-2002		0.0	Daniel Marcu|Lynn Carlson|Maki Watanabe	
E85-1025		0.0	Hiyan Alshawi|Branimir K Boguraev|Ted Briscoe	
J94-3012		0.0	Richard W Sproat	
C96-1089		0.0	Masahiko Haruno|Satoru Ikehara|Takefumi Yamazaki	
W09-2510		0.0	David Clausen|Christopher D Manning	
W09-3536		0.0	M G Abbas Malik|Laurent Besacier|Christian Boitet|Pushpak Bhattacharyya	
P06-2005		0.0	Aiti Aw|Min Zhang|Juan Xiao|Jian Su	
L08-1154		0.0	Yuhang Yang|Qin Lu|Tiejun Zhao	
W07-1502		0.0	Katrin Tomanek|Joachim Wermter|Udo Hahn	
S13-2059		0.0	Mohamed Dermouche|Leila Khouas|Julien Velcin|Sabine Loudcher	
E99-1008		0.0	Pierre Boullier	
S12-1086		0.0	Weiwei Guo|Mona Diab	
H05-1038		0.0	Ellen M Voorhees	
W04-3013		0.0	Nathan Eagle|Push Singh	
W07-1002		0.0	Bridget T McInnes|Ted Pedersen|Serguei V Pakhomov	
M91-1032		0.0	Carl Weir|Timothy W Finin|Robin McEntire|Barry Silk	
A83-1033		0.0	S Jerrold Kaplan	
W09-3521		0.0	Xue Jiang|Le Sun|Dakun Zhang	
W07-2028		0.0	Claudio Giuliano|Alberto Lavelli|Daniele Pighin|Lorenza Romano	
W03-0901		0.0	Peter Clark|Philip Harrison|John Thompson	
X96-1027		0.0	Hamish Cunningham|Kevin Humphreys|Robert J Gaizauskas|Yorick Wilks	
P87-1005		0.0	Damaris M Ayuso|Varda Shaked|Ralph M Weischedel	
L08-1330		0.0	Daniela Goecke|Maik Stührenberg|Andreas Witt	
W02-0220		0.0	Robert Porzel|Iryna Gurevych	
W06-0803	1.0	0.6666666666666666	Danushka Bollegala|Yutaka Matsuo|Mitsuru Ishizuka	Danushka Bollegala|Yutaka Matsuo
W09-1113		0.0	Mattias Nilsson|Joakim Nivre	
J08-3006		0.0	Vincent Ng	
W04-2808		0.0	Robert Porzel|Berenike Loos|Vanessa Micelli	
A00-2042		0.0	Claire Gardent|Karsten Konrad	
C69-0601		0.0	Stephan Braun	
W97-0313		0.0	Ellen Riloff|Jessica Shepherd	
W12-2016		0.0	Jack Mostow|Hyeju Jang	
W09-2903		0.0	Mona Diab|Pravin Bhutada	
W96-0402		0.0	Keith Vander Linden|Barbara Di Eugenio	
X93-1020		0.0	Paul S Jacobs|George R Krupka|Lisa F Rau|Michael L Mauldin|Teruko Mitamura|Tsuyoshi Kitani|Ira Sider|Lois C Childs	
P06-1144		0.0	Soto Montalvo|Raquel Martínez|Arantza Casillas|Víctor Fresno	
C02-1114		0.0	Dominic Widdows|Beate Dorow	
M95-1006		0.0	Damaris M Ayuso|Daniel M Bikel|Robert J Bobrow|Sean Boisen|Mark H Burstein|William Ferguson|Heidi J Fox|Clinton Hyde|Robert J P Ingria|Allan Wechsler|Ralph M Weischedel	
P09-1114		0.0	Jing Jiang	
P10-2024		0.0	Richard Power	
W06-1414		0.0	Catalina Hallett	
J88-2001		0.0	Bonnie Lynn Webber	
P08-1045		0.0	Ulf Hermjakob|Kevin Knight|Daumé|Hal III	
C04-1131		0.0	Laurent Audibert	
W11-2139		0.0	Chris Dyer|Kevin Gimpel|Jonathan H Clark|Noah A Smith	
S10-1085		0.0	Kiyoaki Shirai|Makoto Nakamura	
P05-2019		0.0	Philip Diderichsen|Jakob Elming	
C80-1039		0.0	Norihiro Abe|Nobutaka Uemura|Masahiro Higashide|Saburo Tsuji	
M98-1003		0.0	Amit Bagga	
L08-1384		0.0	Ahmet Cuneyd Tantug|Kemal Oflazer|Ilknur Durgar El Kahlout	
D09-1098		0.0	Patrick Pantel|Eric Crestan|Arkady Borkovsky|Ana Maria Popescu|Vishnu Vyas	
N12-1067		0.0	Daniel Dahlmeier|Hwee Tou Ng	
D11-1145		0.0	Eiji Aramaki|Sachiko Maskawa|Mizuki Morita	
C96-1095		0.0	Wide R Hogenhout|Yuji Matsumoto	
E95-1005		0.0	Andrew Kehler|Mary Dalrymple|John Lamping|Vijay Saraswat	
C90-2047		0.0	Barbara Di Eugenio	
P09-2069		0.0	Ha scedil Sak|im|Tunga Güngör|Murat Saraçlar	
P00-1036		0.0	Mark Hepple	
E09-1065		0.0	Michael Mohler|Rada Mihalcea	
W13-3004		0.0	Tim Fernando	
P98-2219		0.0	Marilyn A Walker	
P07-2037		0.0	Yoshihiko Hayashi	
P90-1016		0.0	Michael R Brent	
L08-1319		0.0	Jack Halpern	
W01-1614		0.0	Tim Paek	
N10-1059		0.0	Yanyan Zhao|Bing Qin|Shen Hu|Ting Liu	
C00-2100		0.0	Anoop Sarkar|Daniel Zeman	
W98-1301		0.0	Lauri Karttunen	
H93-1052		0.0	David Yarowsky	
C90-2010		0.0	Keh Jiann Chen|Chu Ren Huang	
W00-1433		0.0	Amanda J Stent	
P05-3012		0.0	Mary Ellen Foster|Michael White|Andrea Setzer|Roberta Catizone	
C04-1184		0.0	Jahna C Otterbacher|Dragomir R Radev	
C00-2110		0.0	Satoshi Sekine	
L08-1341		0.0	Maria Teresa Pazienza|Armando Stellato|Alexandra Tudorache	
H94-1056		0.0	Oscar N Garcia	
P13-3023		0.0	Ondrej Dušek|Filip Jurčíček	
N09-1013		0.0	Jamie Brunning|Adrià Gispert|de|William Byrne	
P11-4024		0.0	Balaji Soundrarajan|Thomas Ginter|Scott DuVall	
P11-1027		0.0	Adam Pauls|Dan Klein	
P06-1081		0.0	Qing Li|Sung Hyon Myaeng|Yun Jin|Bo Yeong Kang	
W01-1507		0.0	Nicoletta Calzolari|Alessandro Lenci|Antonio Zampolli	
P13-2026		0.0	Rebecca J Passonneau|Emily Chen|Weiwei Guo|Dolores Perin	
N10-1120		0.0	Tetsuji Nakagawa|Kentaro Inui|Sadao Kurohashi	
W04-1605		0.0	Jim Yaghi|Sane Yagi	
S13-2048		0.0	Omer Levy|Torsten Zesch|Ido Dagan|Iryna Gurevych	
H93-1101		0.0	Ralph Grishman	
T87-1018		0.0	Barbara J Grosz	
W00-0904		0.0	Chikashi Nobata|Nigel Collier|Jun ichi Tsujii	
P13-1041		0.0	Kashyap Popat|Balamurali A R|Pushpak Bhattacharyya|Gholamreza Haffari	
P98-1115		0.0	Alexander Krotov|Mark Hepple|Robert J Gaizauskas|Yorick Wilks	
X96-1012		0.0	Sarah M Taylor	
E12-1034		0.0	Bram Jans|Steven Bethard|Ivan Vulić|Marie Francine Moens	
H89-1054		0.0	Julian Kupiec	
W11-0308		0.0	Smruthi Mukund|Debanjan Ghosh|Rohini K Srihari	
L08-1443		0.0	Lynne J Cahill	
A00-2013		0.0	Jan Hajič	
P12-2002		0.0	Reut Tsarfaty|Joakim Nivre|Evelina Andersson	
W07-2106		0.0	Yllias Chali|Shafiq R Joty	
P06-4013		0.0	Marita Ailomaa|Miroslav Melichar|Agnes Lisowska|Martin Rajman|Susan Armstrong	
W12-0111		0.0	Andreas Søeborg Kirkedal	
W00-0403		0.0	Dragomir R Radev|Hongyan Jing|Margo Stys Budzikowska	
J99-3001		0.0	Michael Strube|Udo Hahn	
W02-0701		0.0	Eiichiro Sumita	
W10-4108		0.0	Liou Chen|Qiang Zhou	
W01-0909		0.0	Michele Jardino|Brigitte Grau|Olivier Ferret	
C90-3084		0.0	Robert J Kuhns	
W13-4032		0.0	David DeVault|Kallirroi Georgila|Ron Artstein|Fabrizio Morbini|David Traum|Stefan Scherer|Albert Skip Rizzo|Louis Philippe Morency	
S13-2088		0.0	Ameeta Agrawal|Aijun An	
C82-1026		0.0	Gerhard Knorz	
D09-1057		0.0	Zhiheng Huang|Marcus Thint|Asli Celikyilmaz	
W98-0207		0.0	Mihai Nadin|Clemens Lango	
C86-1078		0.0	Annely Rothkegel	
H91-1038		0.0	Mari Ostendorf	
E12-2013		0.0	Remi Trijp|Luc Steels|Katrien Beuls|Pieter Wellens	
P79-1027		0.0	David J Weber|William C Mann	
C94-2131		0.0	Karel Oliva	
W12-3208		0.0	Parth Gupta|Paolo Rosso	
W09-1323		0.0	Pawel Matykiewicz|Wlodzislaw Duch|John P Pestian	
L08-1233		0.0	Udo Hahn|Elena Beisswanger|Ekaterina Buyko|Michael Poprat|Katrin Tomanek|Joachim Wermter	
P85-1016		0.0	Lauri Karttunen	
C86-1059		0.0	Uri Zernik|Michael G Dyer	
C04-1041		0.0	Stephen Clark|James R Curran	
L08-1313		0.0	Anca Dinu	
W97-0308		0.0	Jonathan Calder	
C96-1079		0.0	Ralph Grishman|Beth M Sundheim	
H91-1106		0.0	Eduard Hovy	
D11-1123		0.0	Yuanbin Wu|Qi Zhang|Xuanjing Huang|Lide Wu	
C08-1131		0.0	Lars Yencken|Timothy Baldwin	
Q13-1022		0.0	Giorgio Satta|Marco Kuhlmann	
W09-0439		0.0	George Foster|Roland Kuhn	
W00-0733		0.0	Erik F Tjong Kim Sang	
A00-3007		0.0	Mary Xiaoyong Liu|Ted Diamond|Anne R Diekema	
P13-2064		0.0	Qun Liu|Zhaopeng Tu|Shouxun Lin	
W12-0910		0.0	Rodrigo Wilkens|Aline Villavicencio	
E03-1006		0.0	Martine Smets|Michael Gamon|Simon H Corston Oliver|Eric K Ringger	
C02-1062		0.0	Dominique Dutoit|Thierry Poibeau	
P09-1103		0.0	Jun Sun|Min Zhang|Chew Lim Tan	
P99-1078		0.0	Horacio Saggion	
W10-3804		0.0	Hailong Cao|Andrew Finch|Eiichiro Sumita	
W07-2078		0.0	Ana Zelaia|Olatz Arregi|Basilio Sierra	
C90-2008		0.0	Ted Briscoe|Ann Copestake|Branimir K Boguraev	
D07-1119		0.0	Giuseppe Attardi|Felice Dell Orletta|Maria Simi|Atanas Chanev|Massimiliano Ciaramita	
C88-1055		0.0	Paul S Jacobs	
N09-1050		0.0	Lei Chen|Klaus Zechner|Xiaoming Xi	
P03-2021		0.0	Anton Leuski|Chin Yew Lin|Eduard Hovy	
W07-0604		0.0	Kenji Sagae|Eric Davis|Alon Lavie|Brian MacWhinney|Shuly Wintner	
W96-0114		0.0	Thanaruk Theeramunkong|Manabu Okumura	
W01-1620		0.0	Emilio Sanchis|Isabel Galiano|Fernando Garcia|Antonio Cano	
W08-1138		0.0	Emiel Krahmer|Mariët Theune|Jette Viethen|Iris Hendrickx	
C04-1164		0.0	Jui Feng Yeh|Chung Hsien Wu|Ming Jun Chen|Liang Chih Yu	
W99-0616		0.0	Richard M Schwartz	
P06-2029		0.0	Kilian A Foth|Wolfgang Menzel	
H01-1048		0.0	Christian Fügen|Martin Westphal|Mike Schneider|Tanja Schultz|Alex Waibel	
P12-2006		0.0	Joern Wuebker|Hermann Ney|Richard Zens	
P95-1053		0.0	James Shaw	
P09-1010		0.0	S R K Branavan|Harr Chen|Luke Zettlemoyer|Regina Barzilay	
E99-1022		0.0	Guido Minnen	
J79-1032e		0.0	John F Burger|Antonio Leal|Arie Shoshani	
C88-2134		0.0	B V Sukhotin	
W02-1211		0.0	Le Sun|Song Xue|Weimin Qu|Xiaofeng Wang|Yufang Sun	
E06-2010		0.0	Paul Buitelaar|Thomas Eigner|Greg Gul Rajani|Alexander Schutz|Melanie Siegel|Nicolas Weber|Philipp Cimiano|Gunter Ladwig|Matthias Mantel|Honggang Zhu	
N09-1067		0.0	Daumé|Hal III	
A94-1015		0.0	Miguel Filgueiras	
P05-1025		0.0	Kenji Sagae|Alon Lavie|Brian MacWhinney	
C08-1118		0.0	Hans van Halteren	
E95-1027		0.0	Andrei Mikheev|Steven Finch	
W08-0608		0.0	Peter T Corbett|Ann Copestake	
P82-1035		0.0	Richard H Granger	
C94-1032		0.0	Masaaki Nagata	
P09-2074		0.0	Daumé|Hal III	
W09-3532		0.0	Feiliang Ren|Muhua Zhu|Huizhen Wang|Jingbo Zhu	
W02-1811		0.0	Huihsin Tseng|Keh Jiann Chen	
J06-1006		0.0	Mary P Harper	
P92-1010		0.0	James Rogers|K Vijay Shanker	
W08-0203		0.0	Heike Zinsmeister	
P12-1068		0.0	Ivan Titov|Alexandre Klementiev	
W05-0831		0.0	Stephan Kanthak|David Vilar|Evgeny Matusov|Richard Zens|Hermann Ney	
E06-1033		0.0	Burcu Karagol Ayan|David Doermann|Amy Weinberg	
H89-2059		0.0	John Makhoul	
W11-2009		0.0	Michael K Tanenhaus	
I08-6001		0.0	Peter A Chew|Ahmed Abdelali	
I08-2142		0.0	Ruvan Weerasinghe|Asanka Wasala|Dulip Herath|Viraj Welgama	
C10-2120		0.0	Carlos Ramisch|Aline Villavicencio|Christian Boitet	
C02-1013		0.0	John Carroll|Ted Briscoe	
W10-2905		0.0	Jesús Santamaría|Lourdes Araujo	
C82-2016		0.0	Michal Chytil	
C92-4198		0.0	Hervé Blanchon	
H05-1112		0.0	Dan Moldovan|Adriana Badulescu	
D11-1131		0.0	Benjamin Börschinger|Bevan K Jones|Mark Johnson	
L08-1426		0.0	Bente Maegaard|Mohammed Attia|Khalid Choukri|Steven Krauwer|Chafic Mokbel|Mustafa Yaseen	
P98-2245		0.0	Oi Yee Kwong	
P06-2079		0.0	Vincent Ng|Sajib Dasgupta|S M Niaz Arifin	
P11-2088		0.0	Wenting Xiong|Diane J Litman	
M91-1015		0.0	Jerry R Hobbs	
C04-1024		0.0	Helmut Schmid	
D13-1193		0.0	Roy Schwartz|Oren Tsur|Ari Rappoport|Moshe Koppel	
H91-1016		0.0	Wayne H Ward	
C92-2069		0.0	Yiming Yang|Christopher G Chute	
A00-2017		0.0	Yair Even Zohar|Dan Roth	
C86-1126		0.0	Jean Marie Lancel|François Rousselot|Nathalie Simonin	
P98-1112		0.0	Judith L Klavans|Min Yen Kan	
D11-1052		0.0	Samuel Brody|Nicholas Diakopoulos	
I08-2099		0.0	Rafiya Begum|Samar Husain|Arun Dhwaj|Dipti Misra Sharma|Lakshmi Bai|Rajeev Sangal	
C08-1077		0.0	Pradeep Muthukrishnan|Joshua Gerrish|Dragomir R Radev	
W10-4011		0.0	Vishal Vachhani|Manoj Kumar Chinnakotla|Mitesh M Khapra|Pushpak Bhattacharyya	
P10-1125		0.0	Baoxun Wang|Wang XiaoLong|Chengjie Sun|Bingquan Liu|Lin Sun	
C04-1124		0.0	Chun Xiao|Dietmar Rösner	
W13-1105		0.0	Ching Sheng Lin|Samira Shaikh|Jennifer Stromer Galley|Jennifer Crowley|Tomek Strzalkowski|Veena Ravishankar	
W07-0610		0.0	James Gorman|James R Curran	
C10-2150		0.0	Nick Webb|Michael Ferguson	
C86-1115		0.0	Jurgen Wedekind	
N12-1017		0.0	Markus Dreyer|Daniel Marcu	
N04-4024		0.0	William T Morgan|Warren R Greiff|John C Henderson	
E12-1002		0.0	Spyros Martzoukos|Christof Monz	
S13-1038		0.0	Sabine Schulte im Walde|Stefan Müller|Stefan Roller	
P82-1010		0.0	Remko J H Scha	
N10-1077		0.0	Nadir Durrani|Sarmad Hussain	
N13-1093		0.0	Md Faisal Mahbub Chowdhury|Alberto Lavelli	
P89-1020		0.0	Carol Friedman	
P00-1011		0.0	Frédéric Bechet|Alexis Nasr|Franck Genet	
W04-1507		0.0	Raffaella Bernardi|A Bolognesi|Fabio Tamburini|M Moortgat	
H94-1023		0.0	Eduard Hovy	
H92-1028		0.0	Kevin Mark|Michael Miller|Ulf Grenander|Steven Abney	
D12-1090		0.0	Mengqiu Wang|Christopher D Manning	
W12-3402		0.0	Yannick Versley	
W12-2009		0.0	Mei Hua Chen|Shi Ting Huang|Chung Chi Huang|Hsien Chin Liou|Jason S Chang	
A97-1048		0.0	Kiyoshi Yamabana|Kazunori Muraki|Shin ichiro Kamei|Kenji Satoh|Shinichi Doi|Tamura Shinko	
P06-1032		0.0	Chris Brockett|William B Dolan|Michael Gamon	
E93-1025		0.0	Andrew Kehler	
H89-2048		0.0	Michael D Riley	
N09-1002		0.0	Yaw Gyamfi|Janyce Wiebe|Rada Mihalcea|Cem Akkaya	
W04-3111		0.0	Seth Kulick|Ann Bies|Mark Y Liberman|Mark Mandel|Ryan McDonald|Martha Palmer|Andrew Schein|Lyle H Ungar|Scott Winters|Peter White	
W11-2016		0.0	Jason Williams	
D10-1013		0.0	Philip Resnik|Olivia Buzek|Changjian Hu|Yakov Kronrod|Alex Quinn|Benjamin B Bederson	
P11-1039		0.0	Xin Zhao|Jing Jiang|Jing He|Yang Song|Palakorn Achanauparp|Ee Peng Lim|Xiaoming Li	
W13-1902		0.0	Meliha Yetisgen Yildiz|Cosmin Bejan|Mark Wurfel	
W93-0309		0.0	Elisabeth Breidt	
W11-0412		0.0	Md Faisal Mahbub Chowdhury|Alberto Lavelli	
J10-2002		0.0	Kumiko Tanaka Ishii|Satoshi Tezuka|Hiroshi Terada	
J97-1002		0.0	Jean Carletta|Stephen Isard|Anne H Anderson|Gwyneth Doherty Sneddon|Amy Isard|Jacqueline C Kowtko	
I05-4008		0.0	Jane S Tsay	
W06-2203		0.0	José Iria|Neil Ireson|Fabio Ciravegna	
C92-1043		0.0	Cecile T Balkanski	
I08-1052		0.0	Kiyoaki Shirai|Takenobu Tokunaga|Chu Ren Huang|Shu Kai Hsieh|Tzu Yi Kuo|Virach Sornlertlamvanich|Thatsanee Charoenporn	
E87-1049		0.0	Stephen G Pulman	
M91-1006		0.0	Ralph M Weischedel|Damaris M Ayuso|Sean Boisen|Robert J P Ingria|Jeff Palmucci	
I05-3025		0.0	Jin Kiat Low|Hwee Tou Ng|Wenyuan Guo	
C10-1093		0.0	Peter Nilsson|Pierre Nugues	
D12-1029		0.0	Daniel Fernández González|Carlos Gómez Rodrìguez	
N03-4013		0.0	Kiyoshi Sudo|Satoshi Sekine|Ralph Grishman	
P95-1042		0.0	Jeremy Crowe	
W05-0209		0.0	Jonas Granfeldt|Pierre Nugues|Emil Persson|Lisa Persson|Fabian Kostadinov|Malin Agren|Suzanne Schlyter	
C96-2128		0.0	Graham Wilcock|Yuji Matsumoto	
N07-1016		0.0	Alexander Yates|Oren Etzioni	
W02-1607		0.0	Dinh Dien	
J79-1050a		0.0	Dick H Frederickson	
P06-1070		0.0	Alfio Massimiliano Gliozzo|Carlo Strapparava	
C65-1018		0.0	Denis M Manelski|Gilbert K Krulee	
D08-1113		0.0	Markus Dreyer|Jason R Smith|Jason M Eisner	
T87-1046		0.0	Mitchell Marc	
A88-1022		0.0	Giovanni Battista Varile|Peter Lau	
P08-2053		0.0	Ryan Gabbard|Seth Kulick	
P11-1032		0.0	Myle Ott|Yejin Choi|Claire Cardie|Jeffrey T Hancock	
J01-1005		0.0	Alessandro Cucchiarelli|Paola Velardi	
W13-5011		0.0	Ilkka Kivimäki|Alexander Panchenko|Adrien Dessy|Dries Verdegem|Pascal Francq|Hugues Bersini|Marco Saerens	
W09-1505		0.0	Ulrich Germann|Eric Joanis|Samuel Larkin	
H91-1049		0.0	Vassilios Digalakis|J Robin Rohlicek|Mari Ostendorf	
C08-1075		0.0	Erwan Moreau|François Yvon|Olivier Cappé	
W08-2113		0.0	Gaël Dias|Raycho Mukelov|Guillaume Cleuziou	
P11-1139		0.0	Weiwei Sun	
P91-1039		0.0	Roberto Pieraccini|Chin Hui Lee	
H93-1077		0.0	Richard M Tong|Lee A Appelbaum	
W12-3118		0.0	Radu Soricut|Nguyen Bach|Ziyuan Wang	
I05-6009		0.0	Emi Izumi|Kiyotaka Uchimoto|Hitoshi Isahara	
C88-2143		0.0	Ton Van Der Wouden|Dirk Heylen	
P13-2116		0.0	Vidhya Govindaraju|Ce Zhang|Christopher Ré	
W91-0106		0.0	David D McDonald	
H92-1001		0.0	Mitchell P Marcus	
P85-1035		0.0	Uri Zernik|Michael G Dyer	
N06-3009		0.0	Richard Tzong Han Tsai	
C04-1030		0.0	Richard Zens|Hermann Ney|Taro Watanabe|Eiichiro Sumita	
J06-1004		0.0	Yael Cohen Sygal|Shuly Wintner	
E93-1047		0.0	Jurgen Wedekind|Ronald M Kaplan	
N06-1043		0.0	Anna Corazza|Giorgio Satta	
P02-1010		0.0	Michael Schiehlen	
P85-1031		0.0	Brian Phillips|Michael J Freiling|James H Alexander|Steven L Messick|Steve Rehfuss|Sheldon Nicholl	
A88-1005		0.0	Lois Boggess	
L08-1526		0.0	Joachim Gasch|Caren Brinckmann|Sylvia Dickgießer	
P96-1035		0.0	Saliha Azzam	
C00-1075		0.0	Christos Malavazosi|Stelios Piperidis	
W97-1310		0.0	Tony McEnery|Izumi Tanaka|Simon Botley	
W07-0302		0.0	Blaise Thomson|Jost Schatzmann|Karl Weilhammer|Hui Ye|Steve Young	
W07-2016		0.0	Sameer S Pradhan|Edward Loper|Dmitriy Dligach|Martha Palmer	
P01-1050		0.0	Daniel Marcu	
J02-3005		0.0	Shuly Wintner|Anoop Sarkar	
W02-2006		0.0	Silviu Cucerzan|David Yarowsky	
W97-0802		0.0	Birgit Hamp|Helmut Feldweg	
D09-1054		0.0	Wen Yun Yang|Yunbo Cao|Chin Yew Lin	
P87-1032		0.0	Harry H Porter	
N10-1005		0.0	Zhongqiang Huang|Mary P Harper	
P98-1030		0.0	Caroline Brun	
P05-1033		0.0	David Chiang	
W11-2505		0.0	Pierpaolo Basile|Annalina Caputo|Giovanni Semeraro	
J02-4003		0.0	Klaus Zechner	
L08-1362		0.0	Chantal Enguehard|Harouna Naroua	
P13-2055		0.0	Ryan Georgi|Fei Xia|William D Lewis	
E87-1033		0.0	Massimo Marino|Antonella Spiezio|Giacomo Ferrari|Irina Prodanof	
W02-1506		0.0	Ronald M Kaplan|Tracy Holloway King|John T Maxwell III	
P09-1058		0.0	Canasai Kruengkrai|Kiyotaka Uchimoto|Jun ichi Kazama|Yiou Wang|Kentaro Torisawa|Hitoshi Isahara	
D13-1111		0.0	Kevin Gimpel|Dhruv Batra|Chris Dyer|Gregory Shakhnarovich	
W11-1006		0.0	Els Lefever|Véronique Hoste	
W11-2115		0.0	Loïc Barrault	
P13-2014		0.0	Adam Vogel|Christopher Potts|Dan Jurafsky	
W06-3002		0.0	Tsuneaki Kato|Jun ichi Fukumoto|Fumito Masui|Noriko Kando	
N06-1039		0.0	Yusuke Shinyama|Satoshi Sekine	
P10-2061		0.0	Israela Becker|Vered Aharonson	
P08-1007		0.0	Yee Seng Chan|Hwee Tou Ng	
C04-1173		0.0	Bruno Gaume|Nabil Hathout|Philippe Muller	
W06-3911		0.0	Satoshi Tojo	
W12-0904		0.0	Aviad Albert|Brian MacWhinney|Bracha Nir|Shuly Wintner	
W13-1724		0.0	Victoria Bobicev	
C94-2141		0.0	Arturo Trujillo	
C00-1060		0.0	Hiroshi Kanayama|Kentaro Torisawa|Yutaka Mitsuishi|Jun ichi Tsujii	
W10-4307		0.0	Raúl Santos de la Cámara|Markku Turunen|Jaakko Hakulinen|Debora Field	
W10-1104		0.0	Stephanie Schreitter|Alexandra Klein|Johannes Matiasek|Harald Trost	
H89-1042		0.0	Hy Murveit|Michael Cohen|Patti J Price|Gay Baldwin|Mitchel Weintraub|Jared Bernstein	
E06-2025		0.0	Willem Zuidema	
L08-1291		0.0	Isaac Councill|C Lee Giles|Min Yen Kan	
E87-1028		0.0	Henrik Rue	
W13-2326		0.0	Ryu Iida|Koh Mitsuda|Takenobu Tokunaga	
W07-2096		0.0	David Pinto|Paolo Rosso|Héctor Jiménez Salazar	
D09-1134		0.0	Xiao Li	
C88-1071		0.0	Roland Kuhn	
W10-4314		0.0	Eun Y Ha|Alok Baikadi|Carlyle Licata|Bradford Mott|James C Lester	
